,Name,Club,Crossing,Finishing,HeadingAccuracy,Volleys,Dribbling,Curve,BallControl,Acceleration,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Positioning,Vision,Marking
13619,S. Friðjónsson,Vålerenga Fotball,48,50,58,62,62,41,64,70,71,59,60,82,68,47,57,59,56
13620,F. Illarregui,Argentinos Juniors,56,62,49,55,68,57,62,80,81,63,69,61,58,59,58,51,25
13621,D. Butler,Newport County,56,37,50,35,51,60,56,74,71,45,89,77,65,47,33,45,61
13622,J. Mosquera,Envigado FC,34,30,56,34,50,40,52,68,69,49,71,79,61,37,52,59,60
13623,H. Özkan,KV Oostende,58,50,60,36,60,47,64,66,70,57,69,59,62,51,51,64,55
13624,E. Hewitt,Notts County,63,54,45,22,63,36,64,75,79,26,66,86,68,40,54,59,65
13625,Joan Sastre,RCD Mallorca,59,36,52,31,59,40,68,62,64,34,59,59,57,31,49,44,63
13626,F. Russo,RCD Mallorca,41,25,61,32,41,37,52,58,55,44,72,61,62,25,24,39,61
13627,J. Nuttall,Blackburn Rovers,34,68,68,54,52,37,55,77,65,58,64,73,76,56,56,54,42
13628,Hélton Carvalhal,Ceará Sporting Club,32,71,72,53,45,34,43,33,51,72,37,42,86,63,66,37,19
13629,A. Rossipal,SV Sandhausen,53,33,56,35,55,48,60,72,70,48,71,69,67,39,50,45,59
13630,Wang Shouting,Changchun Yatai FC,42,42,53,34,57,36,50,51,60,48,63,67,81,43,65,62,64
13631,C. Montano,Port Vale,60,58,52,55,65,62,61,80,74,64,62,66,58,52,57,40,62
13632,A. Abang,New York Red Bulls,30,61,67,58,56,30,59,68,61,62,74,68,74,56,60,41,32
13633,Seol Tae Soo,Ulsan Hyundai FC,55,64,50,42,63,44,63,60,86,60,67,44,39,45,63,54,46
13634,M. Nalepa,Arka Gdynia,48,53,59,32,62,53,64,68,84,62,60,71,64,48,34,59,60
13635,B. Kapacak,Bursaspor,63,47,50,34,66,39,58,67,73,46,60,73,57,54,56,58,53
13636,M. Bülter,1. FC Magdeburg,62,60,52,58,69,58,67,75,58,61,44,55,66,54,60,51,35
13637,M. Koné,ESTAC Troyes,34,28,58,27,49,29,47,51,48,23,71,69,92,24,38,37,59
13638,Bae Jae Woo,Ulsan Hyundai FC,61,31,42,26,59,28,55,78,81,23,63,61,75,21,59,44,58
13639,O. Shaw,Hibernian,28,64,62,54,58,48,62,61,58,59,69,58,65,54,63,48,17
13640,M. van Kins,ADO Den Haag,58,50,37,56,62,64,63,73,70,60,55,35,53,54,50,70,24
13641,N. Thaller,Club Atlético Lanús,43,29,63,29,47,35,57,58,55,45,71,66,59,20,26,42,64
13642,Elbis,Pachuca,55,28,45,26,63,34,40,63,69,33,56,64,57,26,46,40,58
13643,Viti,Gimnàstic de Tarragona,54,49,54,42,61,55,64,53,68,58,57,51,49,54,53,59,55
13644,M. Kouhyar,Walsall,57,53,43,47,62,53,60,75,78,55,55,72,60,52,56,58,45
13645,R. Sutton,Tranmere Rovers,32,32,66,31,24,22,50,54,59,35,75,74,77,31,49,25,59
13646,M. Cullen,Blackpool,49,62,63,60,56,48,59,67,72,58,83,64,60,53,65,62,44
13647,A. Kiwomya,Doncaster Rovers,54,59,50,38,66,55,60,93,69,51,67,63,59,53,53,53,12
13648,J. Sanchez,Itagüí Leones FC,56,39,42,38,67,41,63,84,84,52,87,71,35,45,53,59,49
13649,F. Onyeka,FC Midtjylland,57,54,51,43,64,49,66,72,76,57,40,82,65,40,59,57,56
13650,C. Krempicki,KFC Uerdingen 05,42,56,45,48,61,51,63,71,78,58,60,89,73,54,49,62,56
13651,Marc Vales,Sandefjord Fotball,53,28,70,41,50,37,54,57,53,58,73,64,75,32,37,48,54
13652,F. Rodríguez,FC Luzern,61,60,48,54,65,62,65,68,68,63,60,67,48,60,47,61,40
13653,I. Lučić,FK Austria Wien,13,8,14,18,10,15,25,38,42,22,51,21,78,14,5,35,11
13654,B. Kukeli,FC Sion,57,42,57,48,51,48,58,39,68,64,68,79,66,48,60,62,60
13655,A. Fisher,Yeovil Town,36,62,61,45,59,42,62,76,61,60,75,73,73,50,62,43,20
13656,M. Rodriguez,Houston Dynamo,65,51,53,46,64,65,64,64,82,69,69,52,48,66,55,63,31
13657,A. Dávila,Real Sociedad,32,73,67,57,57,40,59,52,70,58,69,44,53,69,60,40,25
13658,K. Mawatari,Sanfrecce Hiroshima,61,36,45,46,61,58,60,68,70,57,58,64,56,40,43,44,63
13659,D. Hernández,Guadalajara,58,66,47,58,70,52,67,72,62,68,48,46,61,50,56,49,25
13660,Quinti,Villarreal CF,56,30,56,33,43,45,54,68,62,33,63,58,56,32,49,53,60
13661,I. Ljubić,TSV Hartberg,37,36,54,32,58,38,66,63,61,56,49,72,64,56,57,59,59
13662,C. Arano,0,45,48,55,33,60,37,65,63,57,50,63,68,55,41,50,51,65
13663,F. Barceló,Patronato,39,68,64,50,56,41,63,71,73,64,84,34,61,53,58,45,23
13664,K. Fukai,Hokkaido Consadole Sapporo,63,40,46,33,66,49,68,61,69,56,63,63,68,46,44,51,59
13665,H. Sy,Red Star FC,60,25,54,27,57,32,59,73,72,50,70,65,72,40,55,32,59
13666,J. Odgaard,Sassuolo,42,59,54,44,63,49,65,68,73,64,60,40,67,55,63,54,55
13667,T. Bunmathan,Vissel Kobe,68,43,51,33,58,67,70,64,76,45,76,58,55,41,57,45,56
13668,M. Willsch,TSV 1860 München,63,47,44,46,55,49,61,76,68,62,55,82,60,38,57,51,59
13669,L. Fomba,AJ Auxerre,45,38,65,44,61,41,64,60,75,65,68,65,63,43,35,53,59
13670,C. Huérfano,Millonarios FC,58,43,38,44,66,40,63,77,81,54,57,63,40,47,57,58,59
13671,I. Govea,Club Atlas,57,31,52,32,64,35,52,79,73,33,61,68,58,26,45,49,60
13672,B. Gladwin,Blackburn Rovers,62,52,55,49,66,41,64,69,67,67,68,70,78,60,57,61,49
13673,Huang Zhengyu,Guangzhou R&F; FC,57,24,44,25,59,27,58,71,69,27,60,59,58,22,36,32,65
13674,A. Verdugo,Godoy Cruz,50,54,54,39,62,56,62,70,85,58,67,54,46,42,60,62,64
13675,V. Slivka,Hibernian,44,46,48,47,68,51,73,43,65,58,53,55,68,56,40,58,53
13676,L. Kelly,Livingston FC,13,20,16,16,15,22,25,31,41,21,48,32,37,20,15,19,15
13677,W. Hashimoto,Vissel Kobe,69,39,44,34,64,59,60,69,64,44,70,65,71,36,50,54,48
13678,J. Broh Tonye,Padova,54,37,60,52,60,47,64,74,70,69,68,63,53,55,59,55,59
13679,A. Kanté,AS Béziers,48,64,48,45,61,41,62,89,67,58,68,62,76,57,58,51,20
13680,S. Strand,Dalkurd FF,52,27,45,30,55,32,60,82,72,34,64,76,50,30,47,42,61
13681,Vitinho,KSV Cercle Brugge,53,23,39,25,71,49,65,78,78,38,75,64,58,31,56,57,55
13682,F. Mayer,Borussia Mönchengladbach,36,31,60,29,39,32,42,54,46,49,67,55,70,23,28,30,61
13683,B. Maguire,Limerick FC,57,39,54,50,58,61,61,60,64,57,65,62,64,58,58,69,46
13684,G. Williams,Milton Keynes Dons,60,25,57,22,61,37,58,76,70,24,92,72,70,29,33,46,61
13685,M. Håkansson,Trelleborgs FF,58,52,53,57,60,59,58,72,66,65,64,70,74,55,61,47,42
13686,F. Kohls,FC Würzburger Kickers,47,34,37,28,58,41,62,69,77,44,73,74,49,29,50,64,59
13687,L. Zidane,Real Madrid,12,8,12,6,10,14,14,33,49,15,63,38,50,5,5,45,13
13688,Jeon Hyeon Chul,Daegu FC,57,61,55,59,59,46,58,70,77,63,59,56,51,61,62,62,45
13689,J. Weir,Hull City,58,44,48,43,65,50,69,74,75,53,56,63,58,45,52,57,56
13690,M. Rose,Macclesfield Town,66,44,55,59,54,70,62,59,67,65,73,70,75,65,60,63,60
13691,B. Moore,Bury,57,53,41,49,63,50,57,82,81,57,71,72,51,47,63,56,29
13692,D. Mihailovic,Chicago Fire,48,48,51,53,60,53,66,63,69,64,59,68,67,54,59,59,62
13693,G. Zabret,Swansea City,13,11,12,15,11,11,18,48,52,22,57,33,59,17,11,11,8
13694,K. Al Kaabi,Al Shabab,60,57,41,37,63,52,60,80,82,71,70,70,46,47,52,54,17
13695,J. Brown,Cambridge United,48,60,44,53,66,60,61,75,72,54,62,71,64,51,61,53,44
13696,D. Rosende,CD Palestino,52,38,53,38,51,44,67,55,69,57,72,53,60,61,48,55,66
13697,D. Baumgartner,FC Wacker Innsbruck,22,29,64,22,32,25,43,62,60,52,76,47,64,31,41,35,56
13698,M. Pantović,VfL Bochum 1848,60,61,53,56,68,49,69,67,62,62,57,61,55,44,58,55,34
13699,M. Goncalves,Toulouse Football Club,59,42,63,36,50,36,56,62,68,52,65,68,68,41,51,52,59
13700,J. Branger-Engone,Oldham Athletic,48,61,40,46,65,51,69,70,64,55,67,53,51,52,66,53,35
13701,R. Renner,SV Mattersburg,63,55,51,45,66,65,63,72,67,47,34,68,40,47,48,53,36
13702,R. Hatsuse,Gamba Osaka,59,28,56,30,46,31,56,70,71,31,72,59,58,30,47,36,59
13703,Y. Tanaka,Hokkaido Consadole Sapporo,64,28,47,27,54,28,61,63,78,27,70,72,58,20,52,38,58
13704,R. Droehnle,US Orléans Loiret Football,48,21,65,34,38,43,45,52,61,42,66,60,59,29,34,32,65
13705,S. McCoulsky,Southend United,29,61,59,44,57,40,59,91,69,60,77,68,74,52,58,40,20
13706,F. Dady Ngoy,Grenoble Foot 38,56,50,43,40,58,52,59,78,90,54,70,73,51,53,56,50,62
13707,M. Dolan,Newport County,59,54,46,46,62,70,63,66,79,66,72,75,70,62,55,65,55
13708,S. Jackson,St. Mirren,45,61,60,62,58,53,59,80,83,62,70,74,67,58,59,55,23
13709,D. Oldaker,Gillingham,50,37,47,43,65,72,67,72,66,64,68,72,62,59,49,63,46
13710,R. Basque,Le Havre AC,55,51,60,50,65,50,67,69,66,60,61,74,69,58,59,56,61
13711,Javi Pérez,Extremadura UD,49,45,62,43,57,52,65,58,58,67,65,60,69,61,60,62,57
13712,C. Ogilvie,Gillingham,58,32,58,30,55,49,58,65,63,40,74,69,67,37,50,42,65
13713,Z. Elbouzedi,Waterford FC,50,54,41,50,71,57,68,55,68,65,56,49,48,50,44,62,48
13714,P. Dárdai,Hertha BSC,65,61,34,46,70,42,67,76,73,62,56,53,34,57,54,53,58
13715,Prendes,Real Oviedo,30,24,61,22,35,31,35,68,54,54,68,56,70,25,28,35,59
13716,G. Ferrari,San Lorenzo de Almagro,33,28,65,31,42,33,58,65,60,42,67,66,61,22,41,32,62
13717,M. Willock,St. Mirren,46,54,45,50,66,48,65,69,77,58,56,68,72,55,56,63,54
13718,E. Riis Jakobsen,Randers FC,32,61,65,42,58,37,60,68,53,60,51,59,67,58,63,48,19
13719,S. Coulibaly,AS Nancy Lorraine,36,35,57,29,45,31,45,53,66,44,72,68,78,30,50,45,60
13720,M. Biamou,Coventry City,34,63,67,49,58,26,59,77,55,62,82,67,75,42,64,55,26
13721,D. Cardozo,San Martín de San Juan,53,60,58,54,64,45,62,76,78,62,59,61,63,62,65,49,29
13722,E. Seidou,Red Star FC,62,49,53,47,63,44,62,69,59,65,64,80,75,43,54,53,56
13723,S. Ohlsson,Trelleborgs FF,57,45,42,54,56,61,63,60,65,61,54,72,68,62,51,58,54
13724,C. Woodman,Exeter City,60,34,56,51,61,60,62,61,70,57,76,73,66,50,59,59,60
13725,V. Leikvoll Moberg,FK Bodø/Glimt,48,48,70,38,58,37,60,65,54,71,71,87,82,55,54,57,58
13726,D. Johnson,Chicago Fire,55,52,38,41,68,59,60,78,72,55,52,49,41,49,59,52,51
13727,L. Öhman,IF Brommapojkarna,45,23,66,30,38,40,46,49,32,45,30,67,84,39,31,44,58
13728,T. Morishima,Sanfrecce Hiroshima,38,42,38,39,67,48,67,67,85,51,62,55,40,40,48,64,22
13729,S. Cleveland,Chicago Fire,22,9,15,16,12,19,27,55,27,28,56,41,63,20,13,51,12
13730,U. Nissilä,SV Zulte-Waregem,44,58,44,39,62,54,60,74,85,53,52,58,33,56,53,60,37
13731,J. Thompson,Rochdale,62,54,35,37,58,55,60,81,82,52,71,75,62,34,58,50,40
13732,João Lopes,Santa Clara,11,7,11,8,7,8,18,33,40,9,70,22,71,10,7,41,22
13733,Lee Jin Hyung,Incheon United FC,17,18,13,18,19,19,19,48,46,19,53,33,75,11,14,15,13
13734,C. Essers,Fortuna Sittard,49,18,59,22,65,24,65,60,59,37,71,61,64,23,18,54,61
13735,F. Franks,Newport County,45,34,59,47,40,37,32,65,70,34,80,64,78,58,36,41,56
13736,J. Campbell-Ryce,Stevenage,60,52,36,56,61,61,61,74,81,57,88,65,59,49,58,61,35
13737,M. Etuin,FC Lorient,59,51,43,58,64,64,61,64,76,67,59,46,41,56,51,62,53
13738,Jung San,Incheon United FC,11,12,11,11,14,10,18,48,52,19,43,30,59,10,11,28,15
13739,Liu Yu,Chongqing Dangdai Lifan FC SWM Team,63,52,58,42,59,43,60,52,74,43,62,83,63,49,58,54,62
13740,C. Hamilton,Mansfield Town,55,56,51,46,63,45,60,92,61,60,61,72,66,53,57,56,56
13741,I. McShane,St. Mirren,56,56,54,56,60,62,64,73,75,69,60,71,65,68,54,62,53
13742,Y. Misao,Kashima Antlers,67,30,63,34,44,68,63,69,69,66,78,76,64,47,35,54,55
13743,M. Pribula,Zagłębie Sosnowiec,59,47,38,43,65,42,62,71,76,48,34,62,40,38,59,61,48
13744,J. Grimes,Macclesfield Town,30,22,65,29,26,23,36,63,59,44,76,67,75,23,24,30,59
13745,E. Nouri,Kalmar FF,60,36,44,36,54,45,57,73,65,60,59,73,66,41,43,44,56
13746,J. Murphy,Bury,11,14,13,13,11,18,33,34,44,30,51,32,55,18,7,46,22
13747,Martí Vilá,CF Reus Deportiu,63,37,54,38,62,34,62,67,59,46,57,64,55,44,60,36,55
13748,K. Piedrahita,La Equidad,15,11,16,18,8,14,25,42,44,25,56,30,53,15,15,33,30
13749,Seo Young Jae,MSV Duisburg,60,31,44,32,61,39,46,71,64,35,67,71,54,29,49,37,65
13750,Y. Songo'o,Plymouth Argyle,38,37,58,43,49,34,55,73,62,52,80,75,77,25,39,52,60
13751,Lang Zheng,Hebei China Fortune FC,26,23,64,36,36,15,43,54,43,30,70,59,76,26,31,44,59
13752,J. Matt,Newport County,40,63,64,49,56,40,53,70,53,55,69,66,85,50,62,54,30
13753,J. Yates,Carlisle United,25,62,59,48,59,32,63,70,78,62,76,74,62,63,62,53,25
13754,A. Baker,Sheffield Wednesday,60,22,56,37,54,29,60,74,61,37,72,60,61,25,30,33,57
13755,I. Morales,Colo-Colo,28,65,62,45,64,34,62,72,67,63,66,70,73,41,59,44,35
13756,M. Verreth,PSV,54,62,33,58,68,57,60,79,58,64,46,60,61,61,50,57,33
13757,Zhu Ting,Dalian YiFang FC,60,43,65,50,60,57,70,51,64,47,69,38,73,53,57,51,64
13758,E. Bajrami,SKN St. Pölten,61,57,38,58,64,64,65,72,84,63,68,74,45,54,55,58,30
13759,A. Mangan,Accrington Stanley,45,57,57,62,59,55,59,75,79,59,53,91,66,59,62,55,32
13760,K. Baccus,Western Sydney Wanderers,51,41,49,40,62,42,63,75,65,54,57,72,52,38,53,63,55
13761,T. Antalyalı,BB Erzurumspor,61,41,51,39,60,48,58,58,66,57,61,64,63,38,62,67,64
13762,S. Takahashi,Júbilo Iwata,23,23,56,26,25,29,25,65,64,38,74,59,67,22,22,33,65
13763,A. Ramsdale,Bournemouth,15,14,25,18,28,16,26,33,52,35,58,35,51,19,5,44,14
13764,S. Sørli,Kristiansund BK,60,52,43,31,61,44,58,90,73,59,40,67,46,58,53,54,54
13765,Choi Hyun Tae,Jeju United FC,60,60,68,64,59,62,61,72,67,70,83,71,75,71,56,57,58
13766,Jefté,SV Mattersburg,53,64,61,48,62,42,62,53,50,63,58,62,73,59,62,42,24
13767,G. Crociata,Crotone,60,48,41,56,69,61,69,69,75,59,33,50,45,52,62,56,26
13768,V. Pinson,Stade de Reims,44,71,60,48,64,46,59,66,74,60,53,51,44,59,64,54,16
13769,D. Williams,Accrington Stanley,62,54,49,53,64,56,65,69,73,66,39,71,61,57,45,61,55
13770,K. Lejeune,AC Ajaccio,68,46,66,61,60,70,63,56,61,61,63,57,66,60,59,68,55
13771,D. Avounou,US Orléans Loiret Football,48,29,61,31,60,43,62,67,60,60,81,67,67,41,48,42,62
13772,S. Barreto,Independiente,34,21,61,28,34,31,55,64,64,44,77,63,62,28,33,31,55
13773,T. Sawada,V-Varen Nagasaki,58,63,41,54,64,63,60,77,73,56,65,61,46,55,58,49,30
13774,T. Payne,0,57,55,53,53,58,60,60,69,67,66,54,71,72,58,57,60,56
13775,M. Yamane,Shonan Bellmare,40,34,60,36,46,35,55,73,66,49,69,71,65,38,53,53,59
13776,J. Dem,SG Sonnenhof Großaspach,35,42,66,36,48,39,52,75,73,50,90,70,72,40,40,47,60
13777,Ba Dun,Beijing Sinobo Guoan FC,55,57,52,38,61,48,63,75,71,58,58,65,50,44,56,62,37
13778,A. Georgiou,Tottenham Hotspur,69,46,44,44,66,56,64,69,68,45,45,61,52,42,54,61,49
13779,Álex Blanco,Valencia CF,62,52,37,44,63,54,66,69,73,66,49,54,48,54,57,60,38
13780,J. Kotzke,FC Ingolstadt 04,53,37,61,42,47,48,59,64,68,53,62,73,72,51,39,57,62
13781,I. Varone,Cosenza,55,40,45,42,57,48,63,52,56,59,53,68,58,45,52,62,60
13782,J. Cejas,Estudiantes de La Plata,52,57,61,45,61,46,58,70,76,61,56,48,63,51,58,63,61
13783,T. Söderström,IF Brommapojkarna,52,55,50,49,63,53,61,88,66,60,60,65,68,62,61,62,58
13784,Fran Serrano,Granada CF,31,27,62,32,35,29,45,50,38,48,81,64,76,28,34,29,55
13785,K. Fujimoto,Cerezo Osaka,38,22,64,29,24,45,45,62,71,45,64,54,72,19,23,26,60
13786,I. Moreno,Club América,54,46,47,46,65,54,61,67,90,53,54,40,53,48,47,64,51
13787,Lucas Rodrigues,Moreirense FC,40,65,60,55,64,47,61,63,63,64,69,53,64,52,59,50,22
13788,S. Slocombe,Lincoln City,17,14,11,16,11,11,17,44,54,25,58,40,45,15,14,38,16
13789,J. Araya,Colo-Colo,43,35,57,43,63,47,65,68,73,65,66,68,64,56,57,59,58
13790,A. Palumbo,US Salernitana 1919,56,32,48,41,61,59,69,70,69,56,83,75,77,63,51,59,53
13791,J. Wehrmann,Feyenoord,45,45,50,41,60,40,62,71,64,57,65,66,56,62,46,61,60
13792,R. Taillan,AS Béziers,67,31,45,23,59,30,59,80,66,45,63,67,68,35,46,48,54
13793,C. Sabaly,FC Metz,58,49,41,53,67,49,62,79,86,57,44,53,33,35,55,51,15
13794,M. Phaeton,En Avant de Guingamp,34,62,59,61,65,60,62,72,58,63,64,67,72,59,51,49,20
13795,P. Uscanga,Querétaro,46,33,47,62,61,40,59,75,78,50,64,71,42,46,53,58,54
13796,J. Konings,Heracles Almelo,39,64,58,50,60,48,61,72,60,57,53,72,65,56,60,48,21
13797,A. Ndiaye,FC Metz,28,67,58,43,63,42,62,75,61,61,67,51,61,51,58,45,16
13798,A. Groiß,Karlsruher SC,30,29,52,28,46,33,51,58,57,67,50,65,78,58,40,49,59
13799,C. Gameiro,Central Coast Mariners,40,63,57,60,60,58,58,71,66,64,73,58,61,58,60,57,22
13800,I. Buckley-Ricketts,Peterborough United,55,63,45,52,68,56,68,85,72,55,51,55,49,46,55,53,18
13801,F. Ahumada,CD Palestino,53,63,59,38,64,45,65,70,66,63,65,70,69,56,51,50,32
13802,A. Vaikla,Kristiansund BK,18,11,14,13,22,19,18,29,22,14,44,42,74,12,11,41,8
13803,Kike,Real Valladolid CF,47,37,58,47,47,46,68,61,59,57,69,59,58,55,47,59,35
13804,A. Al Asmari,Ohod Club,47,52,43,48,63,49,66,69,59,57,66,72,79,49,48,60,56
13805,A. Roldan,Seattle Sounders FC,43,54,39,38,63,54,63,69,70,63,61,69,55,56,57,58,64
13806,D. Amankwaa,Heart of Midlothian,60,56,33,51,62,42,61,79,76,54,62,61,59,52,56,53,19
13807,S. Balić,Zagłębie Lubin,41,38,49,36,54,35,56,71,59,35,66,68,71,34,53,48,58
13808,S. Griffin,Cork City,60,32,52,31,61,34,57,64,69,28,59,68,57,26,51,40,53
13809,M. Sadílek,PSV,66,55,51,50,59,67,65,66,56,61,63,73,66,65,51,59,58
13810,G. Jansson,IFK Norrköping,25,14,14,14,14,15,23,32,45,12,42,43,81,15,15,23,24
13811,C. Duffus,Waterford FC,36,63,50,55,62,58,61,73,61,67,50,64,73,60,55,60,28
13812,F. Escales,Olympique de Marseille,11,5,11,7,8,12,17,19,44,25,63,32,69,9,7,36,10
13813,A. Silva Quiroga,San Martín de San Juan,60,32,56,33,63,45,60,64,68,27,57,65,47,30,58,37,59
13814,C. Humphreys-Grant,Manchester City,48,24,60,26,45,33,50,65,63,44,76,65,71,33,50,39,61
13815,N. Sakemoto,Cerezo Osaka,51,35,56,34,53,55,65,55,68,45,68,57,58,34,57,46,55
13816,G. Rodríguez,San Martín de San Juan,60,32,47,28,60,37,62,67,67,31,65,63,49,36,59,43,61
13817,J. Teze,PSV,62,44,63,27,59,42,61,74,48,60,78,53,54,50,46,45,62
13818,A. Tanaka,Kawasaki Frontale,56,43,47,53,62,60,64,74,74,54,63,70,58,43,58,64,47
13819,H. Kyprianou,Southend United,57,50,63,56,56,49,59,68,71,47,71,73,69,31,53,53,59
13820,S. Otsuki,Vissel Kobe,55,65,59,62,59,64,60,64,63,79,66,69,72,66,59,54,33
13821,Y. Kimoto,Cerezo Osaka,43,34,66,36,42,39,48,66,61,53,67,68,77,37,54,53,50
13822,Baba Fernandes,Vitória de Setúbal,35,25,65,29,35,32,49,49,57,43,66,59,72,24,30,29,62
13823,L. Walthert,Neuchâtel Xamax,8,9,18,8,7,6,14,45,42,13,64,37,63,7,19,52,9
13824,E. Ávila,Jaguares de Córdoba,20,17,61,25,35,20,43,50,57,28,78,52,77,13,21,27,63
13825,P. Puchegger,SKN St. Pölten,63,30,52,26,57,52,53,63,62,32,57,67,64,45,45,37,59
13826,Aarón,Granada CF,20,15,24,19,19,25,22,41,56,40,58,45,53,16,12,28,30
13827,B. Clarke,St. Patrick's Athletic,14,14,13,15,14,15,23,54,52,23,55,30,48,12,15,51,18
13828,L. Grorud,Sandefjord Fotball,24,45,61,20,43,34,57,32,47,60,75,48,81,41,38,34,55
13829,J. Kitolano,Wolverhampton Wanderers,64,29,39,25,55,58,57,79,80,43,84,76,53,23,57,44,54
13830,Zhang Yu,Beijing Sinobo Guoan FC,40,23,61,25,56,42,52,64,61,37,67,78,67,23,33,33,57
13831,O. Banks,Tranmere Rovers,64,55,56,54,57,59,60,58,70,67,71,82,71,69,59,64,54
13832,C. Ponce,CD Everton de Viña del Mar,30,64,70,52,58,44,59,68,65,64,65,69,71,59,51,44,15
13833,Abeledo,Gimnàstic de Tarragona,62,55,58,51,60,43,62,78,69,49,39,37,39,51,57,60,23
13834,A. McDonald,Heart of Midlothian,59,38,36,50,65,67,67,79,79,62,51,57,48,40,54,57,21
13835,J. Laurent,Shrewsbury,57,58,61,49,61,54,66,76,64,60,63,70,74,54,54,62,52
13836,K. Nakamura,Gamba Osaka,45,57,43,47,73,69,67,75,63,55,63,66,68,43,55,54,21
13837,T. Davies,Coventry City,32,21,66,30,30,28,38,63,61,43,72,72,72,24,28,18,60
13838,W. Piñones,Unión La Calera,57,34,53,45,54,47,51,60,68,55,70,69,61,45,56,48,65
13839,A. Nouri,AS Béziers,51,40,44,28,59,50,59,74,77,50,60,65,68,47,49,56,60
13840,A. Tideman,Trelleborgs FF,53,30,68,22,35,42,56,67,68,45,63,73,74,48,37,12,60
13841,H. Robstad,IK Start,58,42,48,27,63,47,61,63,63,50,65,67,68,40,50,43,61
13842,K. Goden,1. FC Nürnberg,60,36,55,33,56,50,60,69,65,43,63,66,53,34,47,41,57
13843,S. Al Shehri,Al Raed,36,60,60,46,61,52,63,64,49,63,83,57,80,55,62,48,18
13844,Alberto Redondo,Getafe CF,58,31,57,28,50,32,60,64,66,24,57,61,50,25,47,32,54
13845,K. Shimura,Júbilo Iwata,11,9,11,6,11,10,13,21,34,12,43,20,44,7,9,24,23
13846,A. Connolly,Brighton & Hove Albion,33,66,59,57,55,32,61,62,68,58,72,52,57,52,63,47,12
13847,H. Davis,Grimsby Town,41,30,63,17,35,23,43,55,52,55,71,61,78,23,26,37,58
13848,M. Festa,Crotone,13,17,17,16,18,13,21,48,46,19,54,38,74,19,14,32,11
13849,M. McGlinchey,Central Coast Mariners,63,58,49,62,60,68,61,70,82,61,69,68,55,64,60,61,60
13850,M. Siabanis,PAOK,14,10,18,10,12,10,12,46,42,48,48,25,62,10,10,53,17
13851,Z. Ljubijankič,Urawa Red Diamonds,57,60,63,61,60,59,56,66,44,66,68,53,71,64,61,66,30
13852,Miguel Ángel,Getafe CF,22,26,55,25,23,24,52,52,38,39,68,53,75,18,21,27,55
13853,R. Murray,Sligo Rovers,55,61,51,55,66,61,55,84,87,67,83,65,56,59,63,48,20
13854,Y. Ma-Kalambay,Wycombe Wanderers,15,11,16,15,14,13,27,39,24,37,66,40,83,16,12,36,17
13855,Borja Domingo,CA Osasuna,32,63,60,55,65,38,62,53,66,61,69,50,58,60,67,48,30
13856,Kim Geon Ung,Ulsan Hyundai FC,36,38,54,33,56,34,55,62,58,63,46,60,74,57,59,61,61
13857,R. Sawakami,Cerezo Osaka,27,68,69,47,47,36,60,69,63,65,70,67,78,52,45,64,32
13858,E. Bwomono,Southend United,55,32,51,29,59,39,57,83,80,40,70,72,62,31,48,43,58
13859,M. Erlic,Spezia,31,29,62,33,37,32,35,49,47,42,63,57,77,21,31,33,62
13860,I. Osbourne,Walsall,51,47,63,55,59,48,61,62,62,65,70,72,80,57,50,61,64
13861,R. Herrmann,FC Erzgebirge Aue,65,49,44,49,67,68,61,76,71,54,69,56,63,44,54,53,38
13862,B. Al Seliteen,Al Raed,59,40,47,60,60,63,65,49,69,52,78,67,67,54,49,62,46
13863,H. Hauksson,AIK,57,37,60,46,61,60,58,67,55,57,60,78,77,42,46,44,60
13864,D. Gonzalez,CD O'Higgins,31,31,52,32,30,33,30,54,55,55,75,59,75,34,35,27,66
13865,J. Verdugo,CD Huachipato,44,55,33,42,56,63,63,80,73,61,39,54,59,57,60,57,32
13866,A. Hasegawa,Nagoya Grampus,54,44,57,41,60,52,65,61,44,65,67,54,74,47,66,71,54
13867,J. Marulanda,Itagüí Leones FC,56,31,47,32,56,38,54,72,70,38,56,70,57,35,48,48,66
13868,M. Vallecilla,Atlético Bucaramanga,59,33,62,33,52,33,56,76,68,53,82,78,64,44,48,44,56
13869,P. Choroba,SG Sonnenhof Großaspach,56,49,48,43,56,46,60,68,60,64,66,75,69,61,52,43,59
13870,D. Guidi,GFC Ajaccio,43,33,64,31,36,33,44,63,69,39,81,70,72,32,42,47,59
13871,W. Decas,CD Nacional,58,22,61,24,64,43,65,65,59,29,68,64,66,26,38,46,63
13872,M. Marić,Lillestrøm SK,17,13,15,16,19,17,15,44,53,21,59,18,68,19,7,40,19
13873,M. Tombakti,Ohod Club,38,44,58,37,54,39,58,51,72,47,75,69,71,49,45,54,59
13874,A. Castro-Montes,KAS Eupen,58,45,37,51,63,48,63,74,77,46,74,38,35,53,56,62,53
13875,L. Hemmerich,FC Erzgebirge Aue,64,45,62,44,58,75,64,67,68,78,64,69,61,51,63,57,50
13876,E. García,Club Atlas,33,29,55,26,32,30,39,54,52,45,70,62,76,21,24,29,68
13877,L. Reddy,Perth Glory,10,10,10,10,10,13,19,48,47,24,45,39,69,10,8,35,13
